State, Facility Name, Facility ID (ORISPL), Year, Gross Load (MW-h), CO2 (short tons), Heat Input (MMBtu), Facility Latitude, Facility Longitude,CO2 (Mt)
CA,Algonquin Power Sanger,57564,2020,50795.76,31900.404,536778.508,36.72,-119.55,0.028939568
CA,Almond Power Plant,7315,2020,262433.16,152638.392,2568416.243,37.5739,-120.9854,0.13847126
CA,Badger Creek Limited,10650,2020,19019,10502.675,176720.125,35.4837,-119.0299,0.009527869
CA,Barre Generating Station,56474,2020,45649.3,26429.343,444714.825,33.8073,-117.9833,0.023976304
CA,Bear Mountain Limited,10649,2020,42571,23620.25,397448.05,35.4192,-118.9266,0.021427936
CA,Blythe Energy,55295,2020,1291232.11,842948.417,14184216.27,33.6157,-114.6865,0.76471016
CA,Cabrillo Power I Encina Power Station,302,2020,415022.38,265896.726,4474181.036,33.1408,-117.3342,0.241217521
CA,CalPeak Power - Border,55510,2020,16990.47,10492.631,178603.615,32.5622,-116.9433,0.009518757
CA,CalPeak Power - Enterprise,55513,2020,16138.21,10150.828,173485.98,33.1221,-117.117,0.009208679
CA,CalPeak Power - Panoche,55508,2020,19226.51,12248.977,208728.341,36.6531,-120.5797,0.011112088
CA,CalPeak Power - Vaca Dixon,55499,2020,17269.04,10726.271,184207.621,38.3989,-121.9239,0.009730712
CA,"Calpine Gilroy Cogen, LP",10034,2020,112485.52,55885.3,940467.78,37.0001,-121.5367,0.050698306
CA,Calpine Sutter Energy Center,55112,2020,1001969.55,402847.231,6778720.007,39.0531,-121.6939,0.365456965
CA,Canyon Power Plant,57027,2020,115265.34,69598.04,1171072.31,33.8581,-117.8616,0.063138298
CA,Carson Cogeneration,7527,2020,242578.75,128351.739,2155557.809,38.4461,-121.4614,0.116438772
CA,Carson Cogeneration Company,10169,2020,20977.82,11209.479,188613.65,33.8759,-118.2491,0.010169071
CA,Center Generating Station,56475,2020,21990.87,13767.381,231665.641,33.9297,-118.1047,0.012489562
CA,Chula Vista Energy Center,55540,2020,2465.31,2703.781,45498.151,32.5914,-117.0586,0.00245283
CA,Coalinga Cogeneration Facility,50131,2020,,,,36.1807,-120.3885,0
CA,Colusa Generating Station,56532,2020,3100043.69,1298805.335,21854886.58,39.3648,-122.268,1.178256718
CA,Cosumnes Power Plant,55970,2020,3800264.45,1558188.656,26305883.09,38.3383,-121.1239,1.413565376
CA,Creed Energy Center,55625,2020,16902.42,11625.815,195652.372,38.2419,-121.8551,0.010546765
CA,Cuyamaca Peak Energy,55512,2020,7022,4561.981,77963.961,32.7971,-116.972,0.004138561
CA,DTE Stockton,54238,2020,405882.53,620839.189,5953988.993,37.9416,-121.3273,0.563216
CA,"Delano Energy Center, LLC",58122,2020,6359.92,4389.869,73875.325,35.7909,-119.2945,0.003982423
CA,"Delta Energy Center, LLC",55333,2020,3973654.25,1632335.473,27467300.38,38.0167,-121.8439,1.480830256
CA,Donald Von Raesfeld,56026,2020,492543.52,228570.896,3846162.996,37.3767,-121.9508,0.207356088
CA,El Cajon Energy Center,57001,2020,6630.49,4276.673,71954.22,32.7971,-116.972,0.003879734
CA,El Centro,389,2020,659822.74,318738.575,5363384.605,32.8022,-115.54,0.289154854
CA,El Segundo,330,2020,414867.77,210389.773,3540209.776,33.9106,-118.425,0.190862446
CA,Elk Hills Power,55400,2020,3552135.45,1570652.877,26427279.76,35.2802,-119.4699,1.42487273
CA,"Escondido Energy Center, LLC",55538,2020,13114.82,8034.294,135204.052,33.1261,-117.1172,0.007288591
CA,Feather River Energy Center,55847,2020,31263.53,20184.611,339638.412,39.1088,-121.6133,0.018311176
CA,"Fresno Cogeneration Partners, LP",10156,2020,2174.82,1467.136,24683.834,36.6183,-120.1,0.001330964
CA,Gateway Generating Station,56476,2020,2856406.98,1018674.411,17141166.48,38.0167,-121.7592,0.924126146
CA,"Gilroy Energy Center, LLC",55810,2020,31300.74,20937.466,352307.753,36.999,-121.5363,0.018994155
CA,Glenarm,422,2020,54208.59,32911.778,553801.559,34.1256,-118.1474,0.029857071
CA,Goal Line,54749,2020,19665.16,10156.825,170920.884,33.1185,-117.0995,0.009214119
CA,Goose Haven Energy Center,55627,2020,16453.44,11475.355,193102.843,38.2271,-121.844,0.01041027
CA,Grapeland Generating Station,56472,2020,19395.36,11858.877,199560.993,34.09,-117.534,0.010758195
CA,Grayson Power Plant,377,2020,115556.42,99537.634,1676318.122,34.1556,-118.2782,0.090299049
CA,Hanford Energy Park Peaker,55698,2020,19598.61,12725.933,214117.937,36.2689,-119.6469,0.011544776
CA,Harbor Generating Station,399,2020,74944.59,44720.597,765275.759,33.7691,-118.2662,0.040569855
CA,Haynes Generating Station,400,2020,3780228.95,1636605.754,28051436,33.7639,-118.0942,1.484704191
CA,Henrietta Peaker Plant,55807,2020,31555.42,19529.858,328624.255,36.2397,-119.9044,0.017717194
CA,High Desert Power Project,55518,2020,3279616.45,1408691.932,23703996.22,34.5953,-117.3647,1.27794419
CA,Indigo Generation Facility,55541,2020,42634.31,25977.083,437083.121,33.9114,-116.5533,0.02356602
CA,Inland Empire Energy Center,55853,2020,,,,33.7393,-117.1701,0
CA,Ivanpah 1,57074,2020,,28602.3,484786,35.5356,-115.4515,0.025947578
CA,Ivanpah 2,57073,2020,,28142,476779.2,35.5561,-115.4686,0.02553
CA,Ivanpah 3,57075,2020,,28373.8,480863.2,35.5808,-115.4825,0.025740286
CA,King City Power Plant,10294,2020,73002.14,37661.669,633703.089,36.225,-121.1278,0.034166101
CA,Kingsburg Cogen Facility,10405,2020,2484.69,2165.899,36446.521,36.547,-119.578,0.001964871
CA,La Paloma Generating Plant,55151,2020,1666211.07,732593.802,12327116.16,35.2956,-119.5919,0.664598108
CA,Lake,7987,2020,16828.2,9947.286,167376.478,34.1775,-118.3147,0.009024029
CA,Lambie Energy Center,55626,2020,14505.89,9816.498,165186.621,38.2216,-121.8683,0.00890538
CA,Larkspur Energy Faciity,55542,2020,35355.48,20791.752,349886.76,32.5672,-116.9444,0.018861966
CA,Live Oak Limited,54768,2020,21467.75,11659.3,196218.7,35.4837,-119.0298,0.010577142
CA,Lodi Energy Center,57978,2020,475391.04,301036.417,5065499.259,38.088,-121.3867,0.273095722
CA,Long Beach Generating Station,341,2020,34187.34,34052.905,573005.999,33.7641,-118.2248,0.030892285
CA,Los Esteros Critical Energy Facility,55748,2020,292916.22,142075.801,2390644.581,37.425,-121.9319,0.128889036
CA,"Los Medanos Energy Center, LLC",55217,2020,3148351.7,1367075.449,23003662.17,38.03,-121.8708,1.240190341
CA,Magnolia,56046,2020,1377367.2,596713.382,10040818.27,34.1788,-118.3153,0.541329429
CA,Malaga Power,56239,2020,13184.64,7928.278,133407.559,36.6894,-119.7399,0.007192415
CA,Malburg Generating Station,56041,2020,628228.73,302156.932,5084236.563,33.9983,-118.2219,0.274112236
CA,Mariposa Energy Project,57483,2020,111874.2,67953.93,1143482.591,37.7965,-121.6049,0.061646786
CA,Marsh Landing Generating Station,57267,2020,277419.08,180329.804,3034397.617,38.0171,-121.7651,0.163592493
CA,McGrath Generating Station,56471,2020,23193.75,13233.604,222666.322,34.2054,-119.2478,0.012005327
CA,McKittrick Limited,50612,2020,16402.75,9383.5,157919.325,35.3195,-119.662,0.00851257
CA,Metcalf Energy Center,55393,2020,2468137.47,1047420.399,17624841.1,37.2169,-121.7439,0.950204075
CA,Midway Peaking,56639,2020,31001.6,20710.77,348478.315,36.654,-120.5797,0.0187885
CA,Mira Loma Generating Station,56473,2020,21106.48,12392.979,208546.398,34.0054,-117.5604,0.011242725
CA,Miramar Energy Facility,56232,2020,81383.65,48449.834,815270.616,32.8769,-117.1664,0.043952963
CA,Moss Landing,260,2020,5405726.74,2185318.142,38567163.41,36.8042,-121.7775,1.982487839
CA,Mountainview Generating Station,358,2020,2952115.07,1270879.594,21384891.71,34.0836,-117.2408,1.152922904
CA,NCPA Combustion Turbine Project #2,7449,2020,34731.91,16469.095,277134.767,38.088,-121.3871,0.014940516
CA,Niland Gas Turbine Plant,56569,2020,113368.38,63357.516,1066096.057,33.2432,-115.498,0.057476988
CA,Olive,6013,2020,,,,34.1775,-118.3147,0
CA,Orange Grove Project,56914,2020,18654.03,11734.937,197457.356,33.359,-117.111,0.010645759
CA,"Ormond Beach Power, LLC.",350,2020,756672.6,429541.632,7227871.532,34.1292,-119.1689,0.389673725
CA,"Otay Mesa Energy Center, LLC",55345,2020,2172123.16,908171.814,15281656.65,32.5733,-116.9153,0.823879847
CA,Palomar Energy Center,55985,2020,2080146.29,866860.637,14586585.05,33.1192,-117.118,0.786402967
CA,Panoche Energy Center,56803,2020,582904.13,308212.421,5186319.358,36.6513,-120.5833,0.279605685
CA,Pastoria Energy Facility,55656,2020,4021282.02,1991171.23,33505208.94,34.9556,-118.844,1.806360672
CA,Pio Pico Energy Center LLC,57555,2020,106569.8,59839.065,1006895.174,32.5739,-116.9178,0.054285102
CA,Redding Power Plant,7307,2020,339973.34,162700.347,2737669.894,40.5083,-122.4253,0.147599314
CA,Ripon Generation Station,56135,2020,17909.15,11442.331,192550.903,37.7315,-121.116,0.010380311
CA,Riverside Energy Resource Center,56143,2020,100724.4,62271.338,1047800.734,33.9636,-117.4528,0.056491624
CA,Riverview Energy Center,55963,2020,22149.63,15079.223,253745.559,38.0145,-121.7901,0.013679645
CA,Roseville Energy Park,56298,2020,318390.82,144510.74,2431617.684,38.7926,-121.3823,0.131097976
CA,Russell City Energy Company LLC,56467,2020,1119774.76,473379.7,7965583.246,37.6341,-122.1326,0.429442963
CA,SCA Cogen II,7551,2020,667916.11,344162.804,5791207.806,38.5306,-121.399,0.312219333
CA,Sacramento Power Authority Cogen,7552,2020,626486.37,271681.184,4571568.546,38.511,-121.4735,0.246465095
CA,Salinas River Cogeneration Facility,50865,2020,259777.89,198378.541,3338059.135,35.9515,-120.8679,0.179966037
CA,Sargent Canyon Cogen Facility,50864,2020,,,,35.9359,-120.8405,0
CA,Scattergood Generating Station,404,2020,1764994.71,794092.53,13597388.76,33.9175,-118.4258,0.720388832
CA,"Sentinel Energy Center, LLC",57482,2020,636305.81,354436.256,5964026.111,33.9366,-116.5722,0.321539255
CA,Stanton Energy Reliability Center,60698,2020,43602.76,28204.887,474567.421,33.807,-117.9864,0.02558705
CA,Sunrise Power Company,55182,2020,3044161.36,1237093.178,20816500.44,35.2097,-119.585,1.122272375
CA,Tracy Combined Cycle Power Plant,55933,2020,734107.73,347113.039,5840826.638,37.7107,-121.4906,0.314895742
CA,Valley Generating Station,408,2020,888128.45,373259.724,6397637.384,34.2481,-118.3903,0.338615623
CA,Walnut Creek Energy Park,57515,2020,446818.06,237430.641,3995182.757,34.0078,-117.9425,0.215393516
CA,Walnut Energy Center,56078,2020,1267727.39,611271.058,10275608.13,37.4878,-120.8956,0.554535935
CA,Wolfskill Energy Center,55855,2020,9306.32,6372.963,107239.006,38.2282,-122.076,0.005781456
CA,Woodland Generation Station,7266,2020,408847.03,202588.743,3408812.739,37.6528,-121.0172,0.183785469
CA,Yuba City Energy Center,10349,2020,59645.5,38468.761,647270.177,39.1365,-121.6397,0.034898283
CO,Arapahoe Combustion Turbine Facility,55200,2020,225955.01,114398.792,1925000.458,39.6692,-105.0018,0.103780868
CO,Blue Spruce Energy Center,55645,2020,506745.97,368052.31,6192582.07,39.7436,-104.68,0.333891535
CO,Brush Power Projects,10682,2020,104695.83,71619.138,1205080.811,40.2415,-103.631,0.064971808
CO,Cherokee,469,2020,4019980.61,1862330.822,31338454.35,39.8078,-104.9648,1.689478587
CO,Comanche (470),470,2020,4647633.75,4883250.386,47269634.09,38.2081,-104.5747,4.430011501
CO,Craig,6021,2020,7639559.93,8434235.936,80418011.58,40.4627,-107.5912,7.651412328
CO,Fort St. Vrain,6112,2020,3797748.67,1835692.174,30889043.45,40.2461,-104.8742,1.665312405
CO,Fountain Valley Power Plant,55453,2020,149926.95,106332.457,1789184.101,38.5569,-104.6875,0.09646321
CO,Frank Knutson Station,55505,2020,73402.57,54291.524,912492.099,39.9414,-104.6817,0.049252456
CO,Front Range Power Plant,55283,2020,2909707.61,1337615.621,22508026.15,38.6281,-104.7069,1.213464827
CO,Hayden,525,2020,2285850.69,2474266.67,24115724.32,40.4856,-107.185,2.244617609
CO,J M Shafer,50707,2020,786287.85,398422.407,6704273.102,40.0979,-104.7745,0.361442831
CO,Limon Generating Station,55504,2020,70466.46,52077.904,874973.286,39.2038,-103.7005,0.047244293
CO,Manchief Generating Station,55127,2020,454445.95,293636.626,4941013.271,40.2201,-103.679,0.266382743
CO,Martin Drake,492,2020,449712.03,504985.454,5251736.758,38.8244,-104.8331,0.458115229
CO,Pawnee,6248,2020,3337012.13,3851491.118,36728409.41,40.2217,-103.6803,3.49401497
CO,Pueblo Airport Generating Station,56998,2020,982803.85,629757.708,10597713.18,38.322,-104.533,0.571306746
CO,Rawhide Energy Station,6761,2020,2215869.57,2088151.445,20670571.48,40.8611,-105.0206,1.894339669
CO,Ray D Nixon,8219,2020,1384403.54,1258624.29,12034998.05,38.6306,-104.7056,1.141805077
CO,Rocky Mountain Energy Center,55835,2020,3242442.75,1537525.244,25871837.94,40.0911,-104.5947,1.394819838
CO,Spindle Hill Energy Center,56445,2020,430397.28,278890.855,4690835.572,40.0914,-104.8819,0.2530056
CO,Valmont Combustion Turbine Facility,55207,2020,10137.54,6697.747,112696.771,40.0197,-105.202,0.006076096
CO,Zuni,478,2020,,,,39.7369,-105.0169,0
CT,Alfred L Pierce Generating Station,6635,2020,1777.24,1372.158,22075.072,41.4485,-72.834,0.001244801
CT,"Algonquin Power Windsor Locks, LLC",10567,2020,6340.69,5184.077,86882.201,41.9227,-72.6255,0.004702917
CT,Branford,540,2020,80.33,,2575,41.2925,-72.7942,0
CT,Bridgeport Energy,55042,2020,1960741.78,790261.426,13297680.06,41.1692,-73.1844,0.716913312
CT,Bridgeport Harbor Station,568,2020,3720101.47,1423097.917,23911423.42,41.1706,-73.1843,1.291013084
CT,CPV Towantic Energy Center,56047,2020,5442018.51,2132176.236,35875057.06,41.4841,-73.1229,1.934278299
CT,Capitol District Energy Center,50498,2020,11320.03,5900.867,99298.289,41.7639,-72.6925,0.005353178
CT,Cos Cob,542,2020,270.17,,4361,41.0289,-73.5989,0
CT,Devon,544,2020,11982.63,9750.459,133434.107,41.2083,-73.1092,0.00884547
CT,Franklin Drive,561,2020,100.39,,2257.5,41.7994,-73.1156,0
CT,Kleen Energy Systems Project,56798,2020,1828016.37,760983.506,12801399.37,41.5526,-72.597,0.690352822
CT,Lake Road Generating Company,55149,2020,3612855.48,2363498.479,39772251.21,41.8736,-71.8947,2.144130368
CT,Middletown,562,2020,323426.26,211537.738,3439297.038,41.5544,-72.5793,0.191903863
CT,Milford Power Company LLC,55126,2020,3588461.04,1525881.517,25675843.48,41.2239,-73.1,1.384256824
CT,Montville,546,2020,23333.9,20825.821,294037.173,41.4281,-72.1019,0.018892872
CT,New Haven Harbor,6156,2020,16972.17,12584.359,191627.353,41.2836,-72.9042,0.011416342
CT,Norwich,581,2020,171.78,,2978,41.5269,-72.0631,0
CT,"Pratt & Whitney, East Hartford",54605,2020,85677.64,58569.66,985538.778,41.75,-72.6347,0.053133517
CT,South Meadow Station,563,2020,1311.72,1812.2,22375.8,41.7495,-72.6524,0.001644001
CT,Torrington Terminal,565,2020,265.89,,8015,41.7761,-73.1219,0
CT,Tunnel,557,2020,411.08,,7578.7,41.5553,-72.0419,0
CT,"Wallingford Energy, LLC",55517,2020,163757.28,97154.174,1634817.352,41.4486,-72.8358,0.088136809
CT,Waterbury Generation,56629,2020,20795.06,12376.561,207845.199,41.5444,-73.0416,0.01122783
CT,"Waterside Power, LLC",56189,2020,,,13832.8,41.0372,-73.5564,0
DC,GSA Central Heating,880004,2020,,,1211315.697,38.8856,-77.0244,0
DE,Christiana Substation,591,2020,57.2,135.6,1675,39.7302,-75.5371,0.000123014
DE,Delaware City,592,2020,23.7,,459,39.5959,-75.6324,0
DE,Delaware City Refinery,52193,2020,,177475.899,3063615.359,39.5936,-75.6337,0.161003473
DE,Edge Moor,593,2020,191871.18,123945.743,2080091.785,39.7372,-75.5033,0.112441719
DE,Energy Center Dover LLC,10030,2020,89922,50212.926,844882.022,39.1467,-75.5461,0.045552413
DE,Garrison Energy Center,57349,2020,1615777.69,658512.961,11074302.34,39.1882,-75.4999,0.597393081
DE,Hay Road,7153,2020,1153001.41,852744.125,14348604.64,39.7436,-75.5072,0.773596679
DE,Indian River,594,2020,157515.87,163735.061,1606279.735,38.5857,-75.2341,0.148537991
DE,McKee Run,599,2020,4992.75,3798.229,63914.228,39.1748,-75.5455,0.003445696
DE,Van Sant,7318,2020,6896.86,6053.573,99860.114,39.15,-75.5466,0.005491711
DE,Warren F. Sam Beasley Pwr Station,7962,2020,32117.82,19223.133,320562.205,39.2798,-75.6246,0.017438938
DE,West Substation,597,2020,44.91,,1243,39.7283,-75.6289,0
FL,Anclote,8048,2020,2372791.72,1527741.288,25707131.31,28.1844,-82.7887,1.38594398
FL,Arvah B Hopkins,688,2020,1407379.96,657115.279,11056639.06,30.4522,-84.4,0.596125124
FL,Bayside Power Station,7873,2020,4984806.81,3196640.922,53789560.46,27.9072,-82.4231,2.899944695
FL,Big Bend,645,2020,3332252.57,2852606.378,40258076.81,27.7944,-82.4036,2.587841717
FL,Brandy Branch,7846,2020,3599370.49,2136338.607,35947312.27,30.3206,-81.9486,1.938054339
FL,C D McIntosh Jr Power Plant,676,2020,2029358.96,1583518.393,21820771.67,28.0809,-81.9256,1.436544133
FL,Cane Island,7238,2020,4015064.26,1691151.239,28456574.8,28.2764,-81.533,1.534187037
FL,Cape Canaveral,609,2020,6479143.37,2477298.379,41643131.5,28.4694,-80.7642,2.24736793
FL,Charles Larsen Memorial Power Plant,675,2020,102846.12,86352.363,1452965.512,28.0491,-81.9238,0.078337568
FL,Crystal River,628,2020,15602621.82,8557198.43,116870276.7,28.9594,-82.7003,7.762962058
FL,Curtis H. Stanton Energy Center,564,2020,5924726,4917903.897,54802139.68,28.4836,-81.1686,4.461448647
FL,Debary,6046,2020,139803.73,113573.26,1880178.913,28.9047,-81.3319,0.103031958
FL,Deerhaven,663,2020,750350.88,622402.804,8258550.147,29.7586,-82.3883,0.564634488
FL,Deerhaven Renewable Energy Center,57241,2020,444882.33,662110.887,6347019.355,29.7675,-82.3964,0.600657065
FL,Fort Myers,612,2020,9954579.61,4041413.56,67975741.04,26.6967,-81.7831,3.66630976
FL,Greenland Energy Center,56799,2020,577623.14,368157.123,6191672.347,30.1603,-81.5164,0.33398662
FL,Gulf Clean Energy Center,641,2020,1307013.79,1263481.962,14486362.1,30.5661,-87.2289,1.146211884
FL,Hardee Power Station,50949,2020,11807.95,9346.594,157271.376,27.6364,-81.9636,0.00847909
FL,Hines Energy Complex,7302,2020,7493547.19,4905994.901,82539135.49,27.7886,-81.8694,4.450644984
FL,Indian River (683),683,2020,21559.5,19692.638,330808.612,28.4933,-80.7825,0.017864866
FL,"Indiantown Cogeneration, LP",50976,2020,,,,27.0393,-80.5144,0
FL,Intercession City,8049,2020,315133.38,255443.943,4261053.072,28.2628,-81.5486,0.231734913
FL,J D Kennedy,666,2020,126969.63,77451.624,1300445.788,30.3644,-81.6236,0.070262952
FL,J R Kelly,664,2020,833397.33,410986.712,6915963.718,29.6467,-82.3219,0.37284098
FL,Lansing Smith Generating Plant,643,2020,5058995.91,2093567.51,35228323.38,30.2689,-85.7003,1.899253042
FL,Lauderdale,613,2020,367120.96,230719.654,3872543.989,26.0681,-80.1983,0.209305409
FL,Manatee,6042,2020,9818173.15,4450233.378,74676196.82,27.6058,-82.3456,4.037184967
FL,Martin,6043,2020,11400351.36,4670052.302,78574021.87,27.0536,-80.5628,4.236601398
FL,Midulla Generating Station,7380,2020,2955754.99,1872084.595,31501150.87,27.6417,-81.9625,1.698327063
FL,Mulberry Cogeneration Facility,54426,2020,446341.32,208992.09,3516748.231,27.8489,-81.8775,0.189594489
FL,Northside,667,2020,5079153.07,4623717.722,55671419.05,30.4172,-81.5525,4.194567362
FL,Okeechobee Clean Energy Center,60345,2020,9711360.48,3442747.613,57924032.77,27.6342,-80.7911,3.123208993
FL,Oleander Power Project,55286,2020,100261.01,65406.168,1100562.498,28.3661,-80.7947,0.059335495
FL,Orange Cogeneration Facility,54365,2020,446630.03,203113.618,3417799.753,27.8708,-81.8253,0.184261628
FL,Orlando CoGen,54466,2020,970861.97,435944.713,7335540.345,28.4422,-81.4119,0.395482504
FL,Osceola,55192,2020,,,,28.1289,-81.0978,0
FL,Osprey Energy Center,55412,2020,2436950.17,1029307.08,17320023.55,28.0525,-81.8083,0.933771943
FL,P L Bartow,634,2020,7006226.3,3045188.213,51241127.32,27.8613,-82.6012,2.762549069
FL,Polk,7242,2020,6706183.91,2765306.193,46535344.09,27.7286,-81.9897,2.508644299
FL,Port Everglades,617,2020,6476355.44,2425341.361,40796329.79,26.0856,-80.1253,2.200233303
FL,Reedy Creek Central Energy Plant,7254,2020,0,181.995,3061.823,28.4272,-81.5803,0.000165103
FL,Riviera Beach Energy Center,619,2020,6658441.21,2474489.893,41590560.01,26.7653,-80.0528,2.244820114
FL,S O Purdom,689,2020,663197.29,395280.832,6650960.348,30.1619,-84.2014,0.358592842
FL,Sanford,620,2020,9878749.3,4039583.507,67973650.83,28.8419,-81.3256,3.664649564
FL,Santa Rosa Energy Center,55242,2020,1557506.9,663271.781,11160881.18,30.5661,-87.115,0.601710211
FL,Seminole (136),136,2020,7092680.58,7009117.937,68315035.55,29.7333,-81.6339,6.358566656
FL,Shady Hills,55414,2020,213271.86,130693.851,2197261.534,28.3665,-82.5591,0.118563501
FL,Stanton A,55821,2020,1938084.87,938035.342,15784197.49,28.4881,-81.1675,0.850971592
FL,Stock Island,6584,2020,1838.54,1376.082,16961.093,24.5636,-81.7342,0.001248361
FL,Tiger Bay,7699,2020,517366.3,340251.62,5725426.534,27.7447,-81.85,0.308671166
FL,Tom G Smith,673,2020,136.68,57.174,966.052,26.6125,-80.0678,5.18674E-05
FL,Treasure Coast Energy Center,56400,2020,1938720.66,823197.605,13851910.35,27.3839,-80.3775,0.746792519
FL,Turkey Point,621,2020,6566244.67,2600014.116,43740623.14,25.4356,-80.3308,2.358693806
FL,University of Florida,7345,2020,,160133.469,2694912.61,29.6397,-82.3486,0.145270681
FL,Vandolah Power Project,55415,2020,559749.67,348686.199,5852124.626,27.5242,-81.9236,0.316322889
FL,West County Energy Center,56407,2020,20230424.61,7745813.823,130326163.7,26.6986,-80.3747,7.026886113
GA,AL Sandersville Energy Facility,55672,2020,35705.62,26360.5,446755.1,33.1189,-82.8608,0.02391385
GA,Albany Green Energy LLC,60340,2020,,675318.461,6174284.414,31.5492,-84.1114,0.612638778
GA,Allen B Wilson Combustion Turbine Plant,6258,2020,2385,,38502.6,33.138,-81.748,0
GA,Baconton Power,55304,2020,149619.69,86724.126,1459241.299,31.3869,-84.0819,0.078674826
GA,Bowen,703,2020,8761452.69,8677220.883,84573288.44,34.1256,-84.9192,7.871844627
GA,Chattahoochee Energy Facility,7917,2020,3460893.36,1405661.706,23652938.36,33.407,-85.0387,1.275195215
GA,Dahlberg (Jackson County),7765,2020,519661.95,390836.725,6470546.327,34.0386,-83.3972,0.354561214
GA,Doyle Energy Facility,55244,2020,111318.99,80135.409,1348435.336,33.8376,-83.6996,0.072697641
GA,Edward L Addison Generating Plant,55267,2020,353237.32,231913.1,3899301.86,32.911,-84.3059,0.210388086
GA,"Effingham County Power, LLC",55406,2020,1904618.75,1234096.351,20766046.06,32.2792,-81.2842,1.119553698
GA,Hartwell Energy Facility,70454,2020,183556.49,134406.192,2259725.836,34.3387,-82.8207,0.121931281
GA,Hawk Road Energy Facility,55141,2020,626764.43,418089.721,7035119.319,33.3577,-84.9912,0.379284724
GA,Jack McDonough,710,2020,18974637.46,7584444.817,127623709.4,33.8244,-84.475,6.880494571
GA,MPC Generating,7764,2020,6448.35,4508.599,74036.667,33.8122,-83.6954,0.004090133
GA,McIntosh (6124),6124,2020,59530,47043.4,791241,32.3558,-81.1683,0.042677067
GA,McIntosh Combined Cycle Facility,56150,2020,8719176.46,3609919.419,60743931.84,32.3478,-81.1828,3.274864748
GA,McManus,715,2020,5290,,70698.8,31.2125,-81.5458,0
GA,Mid-Georgia Cogeneration,55040,2020,144015.51,71477.412,1200575.176,32.4853,-83.6036,0.064843236
GA,Robins,7348,2020,23708,15745.3,265475.1,32.5806,-83.5831,0.0142839
GA,Scherer,6257,2020,6452169.84,7505037.866,71558364.3,33.0583,-83.8072,6.808457776
GA,Sewell Creek Energy,7813,2020,404481.02,275741.619,4639901.167,33.9486,-85.2769,0.250148661
GA,Smarr Energy Facility,7829,2020,262726.44,208189.588,3503189.28,32.9856,-83.8464,0.188866471
GA,Sowega Power Project,7768,2020,74688.31,43481.607,731632.018,31.3869,-84.0814,0.039445862
GA,Talbot Energy Facility,7916,2020,473624.74,334272.254,5623401.582,32.5892,-84.6917,0.303246775
GA,Tenaska Georgia Generating Station,55061,2020,69715.25,42621.14,715520.485,33.3516,-84.9996,0.038665259
GA,Thomas A. Smith Energy Facility,55382,2020,7349207.77,3132551.997,52711239.02,34.7094,-84.9182,2.841804183
GA,Walton Bainbridge Power Facility,56015,2020,84.88,,2099,30.9111,-84.5472,0
GA,Walton County Power,55128,2020,308826.16,187275.659,3151280.794,33.8147,-83.6969,0.169893669
GA,Wansley (6052),6052,2020,237105.34,248110.061,2421208.108,33.4124,-85.0345,0.225081726
GA,Wansley (7946),7946,2020,2130680.83,1336428.957,22487977.91,33.4082,-85.0399,1.212388303
GA,Wansley CC (55965),55965,2020,8621626.61,3455591.238,58146792.94,33.4063,-85.0373,3.134860537
GA,Washington County Power,55332,2020,112507.59,70485.607,1186052.13,33.0917,-82.9803,0.063943485
GA,Yates,728,2020,2427674.73,1486953.61,25020975.69,33.4622,-84.8986,1.348942011
IA,Ames,1122,2020,263467.06,210709.305,3554398.289,42.0247,-93.6069,0.191152321
IA,Burlington (IA),1104,2020,1224304.46,1305468.737,12458284.27,40.7412,-91.1168,1.184301656
IA,Dayton Avenue Substation,6463,2020,615.34,517.6,6391.9,42.0269,-93.5828,0.000469559
IA,Earl F Wisdom,1217,2020,24210.76,20167.172,338633.074,43.1606,-95.2569,0.018295356
IA,Electrifarm,6063,2020,3468,,53973.2,42.4407,-92.4205,0
IA,Emery Station,8031,2020,2637942.01,1173262.183,19742336.39,43.094,-93.2922,1.064365853
IA,Exira Station,56013,2020,82469.42,51533.881,865127.563,41.5131,-94.9189,0.046750764
IA,George Neal North,1091,2020,941355.5,1019408.05,9719747.225,42.3251,-96.3797,0.924791692
IA,George Neal South,7343,2020,759336,748335.05,7135139.05,42.3022,-96.3622,0.678878332
IA,Greater Des Moines Energy Center,7985,2020,451687.82,296722.743,4992929.627,41.5563,-93.5283,0.269182422
IA,Lansing,1047,2020,405399.43,453574.457,4329877.575,43.3359,-91.1672,0.411475944
IA,Lime Creek,7155,2020,536.22,690.698,8588.449,43.2481,-93.2046,0.000626591
IA,Louisa,6664,2020,2046130.97,2043380.589,19483009.33,41.3153,-91.0936,1.85372422
IA,Marshalltown CTs,1068,2020,49621.24,,602887.095,42.0474,-92.8594,0
IA,Marshalltown Generating Station,58236,2020,2711681.86,1166207.249,19623687.1,42.04,-92.87,1.057965723
IA,Muscatine,1167,2020,811843.51,1003529.785,9568391.947,41.3917,-91.0569,0.910387168
IA,Ottumwa,6254,2020,2751422.25,3005151.013,28662182.98,41.0961,-92.5556,2.726227922
IA,Pleasant Hill Energy Center,7145,2020,4779.14,2888.948,84852.404,41.5572,-93.5242,0.00262081
IA,Prairie Creek,1073,2020,,283891.838,2860638.212,41.9439,-91.6386,0.257542417
IA,Riverside (1081),1081,2020,,,,41.5404,-90.4483,0
