State, Facility Name, Facility ID (ORISPL), Year, Gross Load (MW-h), CO2 (short tons), Heat Input (MMBtu), Facility Latitude, Facility Longitude,CO2 (Mt)
OK,Tulsa,2965,2020,286529.32,198503.179,3340183.405,36.1125,-95.9917,0.180079106
OK,Weleetka,2966,2020,,,,35.3233,-96.1352,0
OR,Boardman,6106,2020,1747090.8,1857983.613,17715313.53,45.6933,-119.8056,1.685534864
OR,Carty Generating Station,58503,2020,3043569.77,1294229.099,21777896.35,45.699,-119.8131,1.174105225
OR,Coyote Springs,7350,2020,3433092.22,1385937.927,23321071.17,45.8486,-119.6744,1.257302098
OR,Hermiston,54761,2020,2266987.24,1037181.353,17452436.49,45.8042,-119.37,0.940915366
OR,Hermiston Power Plant,55328,2020,4050917.56,1722304.795,28981097.87,45.7934,-119.313,1.562449075
OR,Klamath Cogeneration Project,55103,2020,2794586.71,1223321.78,20584610.88,42.174,-121.8112,1.109779169
OR,Klamath Generation Peakers,55544,2020,37960.65,24192.093,407081.697,42.1727,-121.8144,0.021946704
OR,Port Westward,56227,2020,2705558.56,1090190.691,18344509.74,46.1792,-123.1717,0.989004642
PA,AdvanSix Resins & Chemicals LLC,880007,2020,,,1629671.644,40.0067,-75.0686,0
PA,Armagh Compressor Station,880071,2020,,,,40.4319,-79.085,0
PA,"Armstrong Power, LLC",55347,2020,1161193.48,711238.865,11962091.22,40.6383,-79.3503,0.64522523
PA,Bernville Station,880049,2020,,,,40.4092,-76.1511,0
PA,Bethlehem Power Plant,55690,2020,5821974.88,2693975.381,45317513.27,40.6175,-75.3147,2.443934056
PA,Birdsboro Power,61035,2020,3698932.16,1438793.184,24210441.5,40.2683,-75.8,1.305251595
PA,Bruce Mansfield,6094,2020,,,,40.6344,-80.42,0
PA,"Brunner Island, LLC",3140,2020,2059185.19,1342783.238,19918795.89,40.097,-76.6962,1.218152812
PA,Brunot Island Power Station,3096,2020,94534.49,79904.876,1344596.326,40.4638,-80.044,0.072488505
PA,"CPV Fairview, LLC",60589,2020,7383800.71,2769719.794,46585752.29,40.4125,-78.8561,2.512648251
PA,Chambersburg Units 12 & 13,55654,2020,236630.42,141002.856,2372710.203,39.8668,-77.6859,0.127915676
PA,Cheswick,8226,2020,644706.3,665475.228,6543784.662,40.5383,-79.7906,0.603709145
PA,Colver Green Energy,10143,2020,557837.93,238324.927,6389007.942,40.55,-78.8,0.216204799
PA,Conemaugh,3118,2020,8181715.56,7850456.133,76568322.16,40.3842,-79.0611,7.121816047
PA,Croydon Generating Station,8012,2020,991.63,,18052.8,40.08,-74.8917,0
PA,"Domtar Paper Company, LLC",54638,2020,,,1074387.024,41.4908,-78.6767,0
PA,"Dynegy Fayette II, LLC",55516,2020,5087934.9,2110784.554,35518017.14,39.8592,-79.9182,1.914872086
PA,Ebensburg Power Company,10603,2020,338212.72,517889.946,4743554.563,40.455,-78.7472,0.469821991
PA,Eddystone Generating Station,3161,2020,13084.4,11166.199,180277.223,39.858,-75.323,0.010129808
PA,Entriken Compressor Station,880072,2020,,,,40.3086,-78.1389,0
PA,Fairless Energy Center,55298,2020,8095972.79,3227570.874,54310170.46,40.1464,-74.7406,2.928003883
PA,Fairless Hills Generating Station,7701,2020,,,1186720.456,40.1405,-74.7506,0
PA,Gans Generating Facility,55377,2020,197404.29,119653.753,2013410.143,39.7475,-79.8388,0.10854809
PA,Gilberton Power Company,10113,2020,,988970.352,8379201.743,40.79,-76.1984,0.897179069
PA,Grays Ferry Cogen Partnership,54785,2020,865144.12,638441.926,12846683.75,39.9417,-75.1883,0.579184939
PA,Hamilton Liberty Generation Plant,58420,2020,5158626,2051558.325,34521395.95,41.7674,-76.3899,1.861142939
PA,Hamilton Patriot Generation Plant,58426,2020,6292822.27,2444269.373,41129444.09,41.8083,-76.8392,2.217404511
PA,Handsome Lake Energy,55233,2020,121965.65,88819.6,1504550.1,41.2908,-79.8061,0.080575809
PA,Hazleton Generation,10870,2020,10652.57,6736.89,136078.544,40.9282,-76.0416,0.006111606
PA,Helix Ironwood LLC,55337,2020,3300233.7,2135860.525,35940023.9,40.3509,-76.3658,1.93762063
PA,Hickory Run Energy Station,61028,2020,4261041.21,1658395.573,27905721.8,40.9951,-80.4301,1.504471588
PA,Homer City,3122,2020,3412783.25,3488198.994,33998054.62,40.511,-79.1968,3.164441804
PA,Hummel Station,60368,2020,6359956.45,2578849.087,43394135.92,40.839,-76.8255,2.339493209
PA,Hunlock Creek Energy Center,3176,2020,262990.19,123361.755,2075792.719,41.2033,-76.0683,0.111911934
PA,Hunlock Unit 4,56397,2020,39849.16,20688.529,348114.654,41.2033,-76.0683,0.018768323
PA,Hunterstown Combined Cycle,55976,2020,4279704.19,2769155.771,46596373.33,39.8725,-77.1672,2.512136578
PA,Keystone,3136,2020,7931456.7,7937574.553,77364299.75,40.6604,-79.3411,7.200848571
PA,Kimberly-Clark Tissue Company,50410,2020,,,12456.9,39.8439,-75.3575,0
PA,Lackawanna Energy Center,60357,2020,9437609.53,3678313.685,61894648.06,41.4711,-75.5436,3.336911
PA,Liberty Electric Power Plant,55231,2020,2410718.47,1629330.79,27416463.35,39.8622,-75.3361,1.478104453
PA,"Lower Mount Bethel Energy, LLC",55667,2020,2224379.2,918897.211,15462154.05,40.8011,-75.105,0.833609766
PA,"Marcus Hook Energy, LP",55801,2020,5416028.51,2181224.926,36703298.06,39.8083,-75.4225,1.978774534
PA,"Martins Creek, LLC",3148,2020,426497.95,286181.735,4799172.85,40.796,-75.107,0.259619777
PA,Merck & Company - West Point,52149,2020,290291.72,,3771550.718,40.2128,-75.3022,0
PA,"Montour, LLC",3149,2020,205830.04,202540.695,1974068.631,41.0714,-76.6672,0.18374188
PA,Mountain,3111,2020,3796.86,,69949.3,40.1219,-77.1761,0
PA,Moxie Freedom Generation Plant,59906,2020,5890089.28,2328050.966,39173822.85,41.1117,-76.16,2.111972916
PA,Mt. Carmel Cogeneration,10343,2020,41493.82,91160.458,774489.808,40.8092,-76.4539,0.0826994
PA,New Castle,3138,2020,590803.52,376668.958,6338136.165,40.9378,-80.3681,0.341708429
PA,North East Cogeneration Plant,54571,2020,,,,42.202,-79.8425,0
PA,Northampton Generating Plant,50888,2020,10732,13887.83,117014.551,40.6917,-75.4792,0.012598831
PA,Ontelaunee Energy Center,55193,2020,4024350.91,1664428.814,28007205.1,40.4219,-75.9353,1.509944854
PA,PEI Power Corporation,50279,2020,31731.75,19269.75,324225.15,41.4844,-75.5403,0.017481228
PA,Panther Creek Energy Facility,50776,2020,,,589163.613,40.8556,-75.8781,0
PA,Philadelphia Refinery,52106,2020,,,2380168.598,39.9058,-75.2122,0
PA,Pixelle Specialty Solutions,50397,2020,,,3812315.253,39.8717,-76.8664,0
PA,Portland,3113,2020,1497.62,1447.923,17844.539,40.91,-75.0789,0.001313534
PA,Procter & Gamble Paper Products,50463,2020,375731.46,,3941682.9,41.573,-76.0426,0
PA,Richmond,3168,2020,210.11,,3912.9,39.9853,-75.0733,0
PA,SPMT Marcus Hook Industrial Complex,880107,2020,,,4131142.599,39.8076,-75.4239,0
PA,Scrubgrass Generating Plant,50974,2020,,12672.872,120768.856,41.2678,-79.8114,0.011496639
PA,Seward,3130,2020,,2710617.827,25765412.98,40.4081,-79.0339,2.459031833
PA,Shawville,3131,2020,1477854.95,900764.211,15157043.11,41.067,-78.3656,0.817159781
PA,Shermans Dale Station,880050,2020,,,,40.3439,-77.1628,0
PA,Springdale Generating Station (55196),55196,2020,163433.02,96846.165,1629611.879,40.5447,-79.7678,0.087857388
PA,Springdale Generating Station (55710),55710,2020,2952860.61,1633579.8,27488148.37,40.5456,-79.7669,1.481959091
PA,St. Nicholas Cogeneration Project,54634,2020,,1256720.221,10773360.58,40.8222,-76.1736,1.140077734
PA,Tenaska Westmoreland Generating Station,60464,2020,6414337.35,2619041.536,44070327.49,40.1764,-79.6934,2.375955196
PA,Tolna,3116,2020,2120.9,,40483.6,39.7636,-76.6345,0
PA,Trainer Refinery,880025,2020,,,4282064.157,39.8228,-75.4033,0
PA,US Steel (Clairton Coke),50729,2020,,,1525256.733,40.3097,-79.8819,0
PA,US Steel (Edgar Thomson),50732,2020,,,11094796.96,40.3925,-79.8564,0
PA,Veolia Energy Philadelphia - Edison Sta,880006,2020,,,68288.5,39.949,-75.1557,0
PA,Veolia Energy Philadelphia - Schuylkill,50607,2020,,,1061550.376,39.9422,-75.1875,0
PA,"WPS Westwood Generation, LLC",50611,2020,214589.5,440344.765,3723178.783,40.6191,-76.45,0.399474166
PA,Warren,3132,2020,1818.39,,29123.316,41.8358,-79.19,0
PA,Wheelabrator Frackville Energy,50879,2020,,97675.364,869858.641,40.7817,-76.1781,0.088609625
PA,York Energy Center,55524,2020,8850045.67,3847909.297,64747458.56,39.738,-76.3072,3.490765596
RI,Manchester Street Station,3236,2020,1102779.5,804654.425,13565120.18,41.8167,-71.4042,0.729970425
RI,Ocean State Power,51030,2020,429005.29,307762.369,5175091.072,42.0099,-71.6701,0.279197405
RI,Ocean State Power II,54324,2020,407466,301591.385,5073498.176,42.0099,-71.6701,0.273599181
RI,"Pawtucket Power Associates, LP",54056,2020,5439.37,3047.98,51068.158,41.861,-71.407,0.002765082
RI,Rhode Island State Energy Center,55107,2020,3701326.26,1488389.885,25045021.18,41.8017,-71.5186,1.350244978
RI,"Tiverton Power, LLC",55048,2020,1633464.28,674833.269,11355303.98,41.6417,-71.17,0.612198619
SC,AbiBow US Inc. - Catawba Operations,2440,2020,,,,34.8456,-80.8942,0
SC,Broad River Energy Center,55166,2020,291314.9,184268.634,3100542.343,35.0786,-81.575,0.167165741
SC,Cherokee County Cogen,55043,2020,238287.88,165015.424,2776713.647,35.0727,-81.613,0.149699517
SC,Columbia Energy Center (SC),55386,2020,2978491.14,1364928.278,23892419.4,33.8692,-81.0183,1.23824246
SC,Cope Station,7210,2020,1027723.63,693924.287,9646353.337,33.3642,-81.03,0.629517704
SC,Cross,130,2020,6831664.09,7289416.468,71046981.48,33.3692,-80.1119,6.612849279
SC,Darlington County,3250,2020,4559.55,4473.433,62005.218,34.4185,-80.1657,0.004058231
SC,Hagood,3285,2020,17342.68,16567.102,242570.411,32.8265,-79.9634,0.015029426
SC,Hilton Head Gas Turbine Site,3318,2020,424.57,,9153.2,32.2089,-80.6994,0
SC,INEOS US Chemicals Company CR Plant,880092,2020,,,601002.825,32.9701,-79.8905,0
SC,International Paper-Eastover Mill,52151,2020,,,970255.626,33.8872,-80.6397,0
SC,Jasper County Generating Facility,55927,2020,5391243,2231415.451,37546655.61,32.3592,-81.1236,2.024306626
SC,John S. Rainey Generating Station,7834,2020,4215912.35,2667136.603,44888370.77,34.3477,-82.776,2.419586319
SC,Marlboro Paper Mill,880074,2020,,,982832,34.605,-79.785,0
SC,McMeekin,3287,2020,1104959.71,558190.689,9416088.506,34.0533,-81.2178,0.50638222
SC,Mill Creek Combustion Turbine Station,7981,2020,73276.02,55702.883,918683.797,35.1597,-81.4306,0.05053282
SC,Myrtle Beach Gas Turbine Site,3320,2020,113.76,,2612.1,33.7089,-78.9233,0
SC,Urquhart,3295,2020,1360374.48,899655.854,15099214.23,33.435,-81.9111,0.816154296
SC,W S Lee,3264,2020,6187743.61,2560892.822,43079081.45,34.6022,-82.435,2.323203555
SC,Wateree,3297,2020,914770.58,886406.491,8639431.337,33.8264,-80.6218,0.804134673
SC,"WestRock CP, LLC Florence Mill",50806,2020,,,2971997.4,34.1519,-79.5587,0
SC,"WestRock Charleston Kraft, LLC",7737,2020,,,3389281.185,32.8994,-79.9694,0
SC,Williams,3298,2020,2923201.34,2704237.285,26361645.2,33.0163,-79.9285,2.453243501
SC,Winyah,6249,2020,2629805.51,2689178.031,26210305.23,33.3303,-79.3611,2.439581972
SD,Aberdeen Generating Station,3338,2020,27288.17,19346.3,326966.2,45.4287,-98.4932,0.017550673
SD,Angus Anson,7237,2020,139689.9,98691.592,1656245.238,43.6033,-96.6369,0.089531532
SD,Big Stone,6098,2020,1743985.08,2075891.345,19793030.23,45.3047,-96.5103,1.88321749
SD,Deer Creek Station,56610,2020,778771.21,361376.841,6080891.311,44.3961,-96.5333,0.32783565
SD,Groton Generating Station,56238,2020,126153.87,69900.01,1176232.489,45.3718,-98.1032,0.063412241
SD,Huron,3344,2020,,,,44.3696,-98.17,0
SD,Lange,55478,2020,37648.55,22296.534,375206.784,44.1212,-103.2608,0.020227081
TN,Allen,3393,2020,3809910.36,1464222.803,24638356.6,35.0742,-90.1439,1.328320964
TN,Brownsville Combustion Turbine Plant,55081,2020,329195.7,227873.668,3834429.612,35.5438,-89.198,0.206723574
TN,Bull Run,3396,2020,738714.37,745998.767,7270929.042,36.0211,-84.1567,0.676758891
TN,Cumberland,3399,2020,10185966.44,10382601.49,101328432.7,36.3903,-87.6539,9.418940332
TN,Eastman Chemical Company,50481,2020,,,16554910.57,36.5192,-82.535,0
TN,Gallatin,3403,2020,2760504.41,2853724.553,27983225.26,36.3156,-86.4006,2.588856109
TN,Gleason Combustion Turbine Plant,55251,2020,455513.05,291158.105,4899365.157,36.2454,-88.612,0.264134265
TN,John Sevier,3405,2020,5174546.84,2131601.988,35867829.36,36.3767,-82.9639,1.933757349
TN,Johnsonville,3406,2020,1044772.45,498715.351,8623089.481,36.0278,-87.9861,0.452427086
TN,Kingston,3407,2020,1745384.21,1958476.24,18878690.88,35.8992,-84.5194,1.776700268
TN,Lagoon Creek,7845,2020,3849296.16,1506225.597,25338618.62,35.6578,-89.3964,1.366425268
TN,Packaging Corporation of America,50296,2020,,,633359.188,35.0442,-88.2652,0
TN,Resolute Forest Products - Calhoun Ops,50956,2020,,,1904765.958,35.2964,-84.7569,0
TN,Tate & Lyle-Loudon,880079,2020,329069.73,,4967312.832,35.7433,-84.3208,0
TN,"Valero Refining Company-Tennessee, LLC",55703,2020,,,182193.58,35.0836,-90.0825,0
TX,Air Liquide Bayport Complex,10298,2020,2322539.39,1890563.488,32623627.83,29.6225,-95.0458,1.715090838
TX,Antelope Elk Energy Center,57865,2020,733855.4,411895.363,6930909.28,33.8657,-101.8437,0.373665295
TX,Bacliff Generating Station,60264,2020,118837.07,91722.8,1554576.9,29.4922,-94.9844,0.083209548
TX,Barney M. Davis,4939,2020,1324033.9,612109.759,10299947.49,27.6067,-97.3119,0.555296792
TX,Bastrop Clean Energy Center,55168,2020,2641768.9,1113936.983,18743972.08,30.1458,-97.55,1.010546922
TX,Baytown Energy Center,55327,2020,5131963.17,2181804.809,36713138.95,29.7731,-94.9019,1.979300596
TX,Blackhawk Station,55064,2020,1874245.93,1064517.741,17991850.83,35.6957,-101.36,0.965714527
TX,Bosque County Power Plant,55172,2020,3963934.3,1820587.018,30634795.32,31.8594,-97.3586,1.651609234
TX,"Brazos Valley Energy, LP",55357,2020,3517372.65,1479473.957,24895043.7,29.4731,-95.6244,1.342156582
TX,C. R. Wing Cogeneration Plant,52176,2020,642222.57,365478.925,6149831.097,32.2722,-101.4222,0.331556999
TX,Calpine Hidalgo Energy Center,7762,2020,2552282.42,1063955.974,17903175.9,26.3389,-98.1708,0.9652049
TX,Carbon Capture Plant,58378,2020,153962.78,116237.519,1955909.002,29.4753,-95.6341,0.105448934
TX,Cedar Bayou,3460,2020,2006667.54,1211289.521,20382213.63,29.7483,-94.9272,1.098863684
TX,Cedar Bayou 4,56806,2020,1135340.81,765719.962,12884677,29.752,-94.923,0.694649664
TX,"Chamon Power, LLC",60460,2020,37215.12,23972.504,403419.687,29.8833,-95.1113,0.021747496
TX,Channel Energy Center,55299,2020,6312058.74,2454647.917,41304301.87,29.7189,-95.2319,2.226819771
TX,Channelview Cogeneration Facility,55187,2020,7700646.93,3146883.225,52952329.6,29.8356,-95.1242,2.854805258
TX,Coleto Creek,6178,2020,2704811.72,3005980.887,28661161.9,28.7128,-97.2142,2.726980771
TX,Colorado Bend Energy Center,56350,2020,2286153.79,1093882.665,18406654.52,29.2878,-96.0683,0.992353945
TX,Colorado Bend II,60122,2020,5775245.09,2243788.309,37756059.19,29.2878,-96.0656,2.035531097
TX,Copper Station,9,2020,35364.37,,672535.49,31.7569,-106.375,0
TX,Corpus Christi Energy Center,55206,2020,2739976.15,1261492.905,21227036.81,27.8139,-97.4283,1.144407441
TX,Cottonwood Energy Project,55358,2020,6299426.42,2678989.193,45079097.47,30.2588,-93.7353,2.430338811
TX,Decker Creek,3548,2020,714380.51,486626.463,8587296.678,30.3036,-97.6128,0.441460228
TX,Decordova,8063,2020,22086.42,,302518,32.4033,-97.6986,0
TX,Deer Park Energy Center,55464,2020,7599323.97,4454592.061,74957014.01,29.7153,-95.1361,4.041139099
TX,Eastman Cogeneration Facility,55176,2020,2559499.48,1479433.551,24894178.65,32.4472,-94.6917,1.342119926
TX,Ector County Energy Center,58471,2020,679178.19,449879.925,7569973.618,32.0694,-102.5856,0.40812432
TX,"Ennis Power Company, LLC",55223,2020,853936.82,416834.635,7014038.985,32.3194,-96.6739,0.378146128
TX,Exelon Laporte Generating Station,55365,2020,86115.55,66387.1,1125209.3,29.702,-95.071,0.060225381
TX,ExxonMobil Beaumont Refinery,50625,2020,5546326.86,2210347.25,37203476.23,30.0639,-94.0703,2.00519387
TX,Forney Power Plant,55480,2020,10603799.79,4460347.393,75053854.56,32.7563,-96.4916,4.04636025
TX,Freestone Power Generation,55226,2020,7012863.8,2880402.058,48468395.13,31.8907,-96.1128,2.613057541
TX,Frontera Generation Facility,55098,2020,3165301.84,1281913.947,21570703.8,26.208,-98.3992,1.162933104
TX,Graham,3490,2020,217208.25,140814.709,2369463.469,33.135,-98.6117,0.127744992
TX,Greens Bayou,3464,2020,113103.01,,1681079.6,29.8208,-95.2194,0
TX,Gregory Power Facility,55086,2020,639111.37,265300.42,4464191.792,27.8881,-97.2572,0.240676562
TX,Guadalupe Generating Station,55153,2020,6215237.38,2857265.997,48079114.51,29.6237,-98.1395,2.592068853
TX,H W Pirkey Power Plant,7902,2020,2378195.06,2478093.857,22761955.82,32.4607,-94.4852,2.248089576
TX,Handley Generating Station,3491,2020,594990.62,427917.228,7200511.4,32.7278,-97.2186,0.38820009
TX,Hardin County Peaking Facility,56604,2020,92160,69936.379,1176841.821,30.3039,-94.2527,0.063445234
TX,Harrington Station,6193,2020,3688394.45,3685235.861,35342404.54,35.2972,-101.7475,3.343190695
TX,Harrison County Power Project,55664,2020,2989885.3,1255745.497,21130361.77,32.3958,-94.4361,1.139193479
TX,Hays Energy Facility,55144,2020,2449591.16,1085662.021,18268292.33,29.7806,-97.9894,0.984896301
TX,J K Spruce,7097,2020,5670907.7,6342205.97,61814937.05,29.3091,-98.3205,5.753554123
TX,J Robert Massengale Generating Station,3604,2020,53299.65,27060.001,455395.248,33.6039,-101.8408,0.024548427
TX,J T Deely,6181,2020,,,,29.3072,-98.3228,0
TX,Jack County Generation Facility,55230,2020,3414564.57,1436549.374,24172733.75,33.101,-97.9574,1.303216044
TX,Johnson County Generation Facility,54817,2020,933017.84,440824.707,7417756.133,32.3994,-97.4078,0.399909562
TX,Jones Station,3482,2020,2811006.2,1709344.851,28763007.78,33.5239,-101.7392,1.550692009
TX,Knox Lee Power Plant,3476,2020,141423.6,101321.453,1704954.682,32.3766,-94.6415,0.091917302
TX,Lake Hubbard,3452,2020,467159.33,311027.425,5233697.556,32.8364,-96.5464,0.282159415
TX,Lamar Power Plant,55097,2020,7120365.05,2952070.291,49674214.12,33.6314,-95.589,2.678073887
TX,Laredo,3439,2020,75586.74,41638.487,700677.91,27.5667,-99.5083,0.037773811
TX,Leon Creek,3609,2020,129412.24,75409.791,1268963.726,29.3511,-98.5753,0.068410631
TX,Lewis Creek,3457,2020,2362579.48,1368501.96,23027716.05,30.4364,-95.5215,1.241484451
TX,Limestone,298,2020,6330416.09,6702640.394,63944990.99,31.4219,-96.2525,6.080534826
TX,Lone Star Power Plant,3477,2020,,,,32.9217,-94.7158,0
TX,Lost Pines 1,55154,2020,1933529.84,1252212.01,21070905.5,30.1478,-97.27,1.135987952
TX,Magic Valley Generating Station,55123,2020,3500339.48,1367622.259,23012859.88,26.3403,-98.19,1.240686399
TX,Martin Lake,6146,2020,14043828.67,14788925.22,135840242.9,32.2597,-94.5703,13.41629112
TX,Midlothian Energy,55091,2020,4017995.93,1787556.582,30079046.6,32.4302,-97.0537,1.621644518
TX,Montana Power Station,58562,2020,879002.46,487946.605,8210589.978,31.8239,-106.2119,0.442657841
TX,Montgomery County Power Station,60925,2020,115341.13,73660.164,1239484.869,30.4358,-95.5206,0.066823396
TX,Morgan Creek,3492,2020,9467.89,,142177.6,32.3358,-100.9158,0
TX,Mountain Creek Generating Station,3453,2020,421045.66,282593.319,4755090.759,32.7253,-96.9361,0.25636442
TX,Mustang Station,55065,2020,1932533.71,910999.778,15329314.27,32.9728,-102.7417,0.826445334
TX,Mustang Station (56326),56326,2020,1293348.53,814324.963,13702583.83,32.9748,-102.7432,0.738743392
TX,Nacogdoches Generating Facility,55708,2020,61757.45,85703.184,821611.453,31.8326,-94.9006,0.077748643
TX,New Gulf Power Facility,50137,2020,10234.3,7893.285,132822.986,29.2639,-95.8997,0.00716067
TX,Newman,3456,2020,3117922.56,1757096.285,29565593.57,31.9858,-106.4322,1.594011393
TX,Nichols Station,3484,2020,1350735.98,847745.337,14264860.45,35.2825,-101.7458,0.769061854
TX,Nueces Bay,3441,2020,1238567.21,541505.717,9111852.548,27.8182,-97.4189,0.491245864
TX,O W Sommers,3611,2020,978216.2,639604.099,10762585.21,29.3078,-98.3244,0.580239245
TX,Oak Grove,6180,2020,14154762.55,14334643.82,131696051.9,31.185,-96.4853,13.00417385
TX,Odessa Ector Generating Station,55215,2020,6906954.04,2797912.954,47080164.32,31.8378,-102.3278,2.538224663
TX,Oklaunion Power Station,127,2020,1209176.79,1354458.972,12914358.63,34.0825,-99.1753,1.228744863
TX,"Optim Energy Altura Cogen, LLC",50815,2020,3399645.91,2291515.129,38558836.59,29.8169,-95.1086,2.078828152
TX,Panda Sherman Power Station,58005,2020,2783416.57,1132914.982,19063492.14,33.5756,-96.6158,1.027763478
TX,Panda Temple Power Station,58001,2020,5610577.05,2555158.964,42995459.61,31.0558,-97.3172,2.318001885
TX,Paris Energy Center,50109,2020,401300.47,206500.832,3474746.948,33.6968,-95.5577,0.187334457
TX,Pasadena Power Plant,55047,2020,4286183.24,1691662.07,28465346.67,29.7233,-95.1769,1.534650455
TX,Permian Basin,3494,2020,345288.31,268610.9,4550546.2,31.5839,-102.9636,0.243679779
TX,Plant X,3485,2020,976011.77,620181.384,10435558,34.1661,-102.4114,0.562619249
TX,Port Comfort Peaking Facility,60459,2020,41014.75,26412.332,444437.984,28.648,-96.5457,0.023960871
TX,Power Lane Steam Plant,4195,2020,7727.75,6443.4,108269.125,33.1707,-96.1264,0.005845356
TX,Quail Run Energy Center,56349,2020,1656460.88,881074.599,14826041.5,31.8414,-102.315,0.79929766
TX,R W Miller,3628,2020,195321.87,130374.992,2193265.57,32.6581,-98.3103,0.118274237
TX,Ray Olinger,3576,2020,20125.75,14853.475,249777.525,33.0667,-96.4519,0.01347485
TX,"Rio Nogales Power Project, LP",55137,2020,4403285.63,1731435.086,29134738.74,29.5932,-97.9724,1.570731938
TX,Roland C. Dansby Power Plant,6243,2020,178871.12,124061.837,2087481.998,30.7217,-96.4599,0.112547038
TX,SRO Cogen Limited Partnership,55120,2020,2577991.97,1296939.914,19930671.04,30.0561,-93.7539,1.176564436
TX,Sabine,3459,2020,4955483.45,2994758.426,50392669.8,30.0242,-93.875,2.716799923
TX,Sabine Cogeneration Facility,55104,2020,114157.11,94199.018,1585069.487,30.0444,-93.7716,0.085455936
TX,Sam Rayburn Plant,3631,2020,87561.94,59365.893,972792.196,28.8947,-97.1347,0.053855848
TX,Sam Seymour,6179,2020,9410063.69,10247053.41,97702623.28,29.9172,-96.7506,9.295973148
TX,San Jacinto County Peaking Facility,56603,2020,228625.55,167945.994,2826051.008,30.42,-95.0114,0.152358087
TX,San Jacinto Steam Electric Station,7325,2020,931908.24,759890.881,12785306.37,29.6967,-95.0411,0.689361609
TX,San Miguel,6183,2020,2610443.07,3223528.661,29608943,28.7044,-98.4781,2.924336848
TX,Sand Hill Energy Center,7900,2020,1635132.24,759015.837,12772728.07,30.2091,-97.6139,0.688567782
TX,Sandy Creek Energy Station,56611,2020,4884513.75,4943073.232,47161984.87,31.4753,-96.9564,4.48428189
TX,Silas Ray,3559,2020,113006.08,87410.28,1470921.537,25.9131,-97.5214,0.079297295
TX,Sim Gideon,3601,2020,678054.9,407490.218,6856742.529,30.1456,-97.2708,0.369669013
TX,South Houston Green Power Site,55470,2020,1322462.8,2869502.616,48285090.78,29.3775,-94.9328,2.603169731
TX,Spencer,4266,2020,2896.5,2919.1,49105.425,33.1978,-97.1067,0.002648164
TX,Stryker Creek,3504,2020,222380.3,145992.466,2456600.196,31.9381,-94.9883,0.132442175
TX,Sweeny Cogeneration Facility,55015,2020,3242525.72,3327820.999,55995276.91,29.0728,-95.745,3.018949293
TX,T C Ferguson Power Plant,4937,2020,2329161.99,1416400.308,23833676.63,30.558,-98.3705,1.284937113
TX,T H Wharton,3469,2020,640739.75,307513.648,9721290.904,29.9414,-95.5333,0.278971769
TX,Tejas Power Generation Unit 1,60468,2020,24070.15,18016.349,303172.882,29.6464,-95.4518,0.016344162
TX,Tenaska Frontier Generating Station,55062,2020,3772668.68,1609632.521,27085063.83,30.5924,-95.9178,1.460234479
TX,Tenaska Gateway Generating Station,55132,2020,4207118.7,1790567.149,30123587.64,32.0164,-94.6189,1.624375659
TX,Texas City Cogeneration,52088,2020,2486517.39,1109683.367,18672472.95,29.3787,-94.944,1.006688105
TX,Tolk Station,6194,2020,2028808.41,2222219.412,21336678.29,34.1847,-102.5686,2.015964117
TX,Trinidad,3507,2020,46693,37882.898,637461.958,32.1264,-96.1014,0.034366797
TX,Twin Oaks,7030,2020,2702919.91,3076585.624,28259329.44,31.0932,-96.6965,2.791032329
TX,V H Braunig,3612,2020,4126384.64,1909358.638,32127964.63,29.2575,-98.3828,1.732141516
TX,Victoria City Peaking Facility,61241,2020,89877.2,50007.763,841447.719,28.7853,-97.0093,0.045366292
TX,Victoria Port Peaking Facility,61242,2020,80388.93,45147.231,759650.819,28.6958,-96.9454,0.040956891
TX,Victoria Power Station,3443,2020,963583.77,445582.317,7497727.98,28.7883,-97.01,0.404225594
TX,W A Parish,3470,2020,11722310.84,11373985.02,116339094.9,29.4783,-95.6358,10.3183086
TX,Welsh Power Plant,6139,2020,3587163.34,4048551.427,38601790.46,33.0583,-94.844,3.672785126
TX,Wilkes Power Plant,3478,2020,751084.13,467167.276,7860591.172,32.8486,-94.5469,0.423807145
TX,Winchester Power Park,56674,2020,30411.87,16411.725,276157.182,30.0253,-96.9945,0.014888471
TX,"Wise County Power Company, LLC",55320,2020,2509661.39,1082361.37,18212781.74,33.0583,-97.9103,0.981901999
TX,Wolf Hollow Generating Station,55139,2020,2134757.49,928720.487,15627527.45,32.3347,-97.7344,0.842521295
TX,Wolf Hollow II,59812,2020,5468224.82,2168936.036,36496565.5,29.2888,-96.066,1.967626238
UT,Bonanza,7790,2020,3474281.35,3575733.558,34851215.8,40.0864,-109.2844,3.243851848
UT,Currant Creek Power Project,56102,2020,2391538.88,1035804.198,17429375,39.8223,-111.894,0.939666031
UT,Gadsby,3648,2020,157767.89,115585.559,1944972.928,40.7686,-111.9289,0.104857485
UT,Hunter,6165,2020,8736840.14,8715742.669,84948794.28,39.1747,-111.0289,7.906791013
UT,Huntington,8069,2020,4962583.7,4907864.56,47834902.97,39.3792,-111.0781,4.452341111
UT,Intermountain,6481,2020,7314274.75,6892435.775,67177712.5,39.5035,-112.5811,6.252714349
