State, Facility Name, Facility ID (ORISPL), Year, CO2 (short tons), Facility Latitude, Facility Longitude
VA,Ladysmith Combustion Turbine Sta,7839,2021,19586.272,38.0725,-77.5141
VA,Louisa Generation Facility,7837,2021,46401.076,38.1181,-78.2139
VA,Marsh Run Generation Facility,7836,2021,63725.885,38.5283,-77.7681
VA,Panda Stonewall Power Project,59004,2021,536438.786,39.0578,-77.5425
VA,Possum Point Power Station,3804,2021,182728.557,38.5367,-77.2806
VA,Remington Combustion Turbine Station,7838,2021,11873.4,38.5447,-77.7707
VA,Southampton Power Station,10774,2021,147535.64,36.6525,-76.9953
VA,"Spruance Genco, LLC",54081,2021,92535.244,37.4556,-77.4308
VA,Tasley Energy Center,3785,2021,,37.7061,-75.7031
VA,Tenaska Virginia Generating Station,55439,2021,155392.607,37.8667,-78.3813
VA,Virginia City Hybrid Energy Center,56808,2021,372131.92,36.9161,-82.3381
VA,Warren County Power Station,55939,2021,847675.971,38.9705,-78.1777
VA,WestRock Virginia Corp Covington Ops,50900,2021,,37.7997,-79.9946
VA,Wolf Hills Energy,55285,2021,3204.8,36.6644,-82.1044
VA,Yorktown Power Station,3809,2021,1946.795,37.2144,-76.4611
VT,Berlin 5,3734,2021,232.2,44.2498,-72.6035
VT,J C McNeil,589,2021,153008.6,44.4917,-73.2081
VT,Penny Lane Gas Turbine,3754,2021,104.8,44.4817,-73.2241
WA,Centralia,3845,2021,1175506.469,46.7559,-122.8578
WA,Chehalis Generation Facility,55662,2021,252342.417,46.6226,-122.9145
WA,Encogen Generating Station,7870,2021,19714.928,48.746,-122.486
WA,Ferndale Generating Station,54537,2021,132045.862,48.8283,-122.6853
WA,Frederickson Power LP,55818,2021,67000.737,47.0864,-122.3644
WA,Goldendale Generating Station,55482,2021,235065.7,45.8114,-120.833
WA,Grays Harbor Energy Center,7999,2021,374472.125,46.9688,-123.48
WA,River Road,7605,2021,233447.803,45.65,-122.7231
WI,Appleton Property Ventures LLC,55558,2021,55789.59,44.2717,-88.3011
WI,Bay Front,3982,2021,80151.83,46.5869,-90.9017
WI,Blount Street,3992,2021,4502.083,43.0792,-89.3739
WI,Columbia,8023,2021,1919023.376,43.4864,-89.4203
WI,Concord,7159,2021,15097.67,43.1669,-88.69
WI,Depere Energy Center,55029,2021,26052.175,44.4489,-88.0731
WI,Edgewater (4050),4050,2021,655659.7,43.715,-87.7094
WI,Elk Mound Generating Station,7863,2021,3546.4,44.9019,-91.5678
WI,Elm Road Generating Station,56068,2021,2297594.437,42.8445,-87.829
WI,Fitchburg Generating Station,3991,2021,,43.0149,-89.4603
WI,Fox Energy Center,56031,2021,479743.73,44.3204,-88.2089
WI,French Island,4005,2021,,43.8298,-91.26
WI,Genoa,4143,2021,418058.1,43.5592,-91.2333
WI,Germantown Power Plant,6253,2021,10383.641,43.1952,-88.1496
WI,Island Street Peaking Plant,55836,2021,2833.3,44.2761,-88.2656
WI,J P Madgett,4271,2021,602640.08,44.3026,-91.9126
WI,Manitowoc,4125,2021,67658.005,44.082,-87.6558
WI,Marshfield Utilities Combustion Turbine,56480,2021,16.183,44.635,-90.135
WI,Neenah Energy Facility,55135,2021,4327.4,44.1934,-88.5055
WI,Paris,7270,2021,15244.803,42.6658,-88.0131
WI,Port Washington Generating Station,4040,2021,766451.857,43.3842,-87.8689
WI,Pulliam,4072,2021,16580.65,44.5397,-88.0083
WI,Riverside Energy Center,55641,2021,418280.748,42.5835,-89.0351
WI,Rockgen Energy Center,55391,2021,15276.477,42.9767,-89.0492
WI,Rothschild Biomass Cogeneration Facility,58124,2021,131779.8,44.8878,-89.6298
WI,Sheboygan Falls Energy Facility,56166,2021,6546.183,43.7519,-87.8783
WI,South Fond Du Lac,7203,2021,18034.272,43.7353,-88.4968
WI,South Oak Creek,4041,2021,1431495.178,42.8457,-87.8294
WI,Valley (WEPCO),4042,2021,127308.578,43.0303,-87.9233
WI,West Campus Cogeneration Facility,7991,2021,54275.147,43.0751,-89.4251
WI,West Marinette,4076,2021,21299.568,45.0869,-87.6881
WI,Weston,4078,2021,1007408.451,44.8606,-89.6553
WI,Wheaton Generating Plant,4014,2021,,44.8864,-91.5158
WI,Whitewater Cogeneration Facility,55011,2021,98328.121,42.8543,-88.7297
WV,Axiall Corporation Natrium Plant,50491,2021,119884.225,39.7475,-80.8547
WV,Big Sandy Peaker Plant,55284,2021,20691.3,38.3441,-82.5938
WV,Ceredo Generating Station,55276,2021,26529,38.3681,-82.5339
WV,Fort Martin Power Station,3943,2021,1285558.353,39.7107,-79.9275
WV,Grant Town Power Plant,10151,2021,219357.5,39.5611,-80.1642
WV,Harrison Power Station,3944,2021,3294672.23,39.3844,-80.3325
WV,John E Amos,3935,2021,3372339.459,38.4731,-81.8233
WV,Longview Power,56671,2021,1422506.2,39.7078,-79.9588
WV,Mitchell (WV),3948,2021,807282.381,39.8297,-80.8153
WV,Morgantown Energy Facility,10743,2021,,39.6397,-79.9606
WV,Mount Storm Power Station,3954,2021,1858364.9,39.2014,-79.2667
WV,Mountaineer (1301),6264,2021,2395154.192,38.9794,-81.9344
WV,"Pleasants Energy, LLC",55349,2021,85091.317,39.3328,-81.3639
WV,Pleasants Power Station,6004,2021,1991062.655,39.3668,-81.2944
WY,Cheyenne Prairie Generating Station,57703,2021,37626.338,41.1229,-104.7214
WY,Dave Johnston,4158,2021,1264778.15,42.8378,-105.7769
WY,Dry Fork Station,56609,2021,840256.62,44.3901,-105.4591
WY,Jim Bridger,8066,2021,2621052.206,41.7378,-108.7875
WY,Laramie River,6204,2021,2647211.163,42.1103,-104.8828
WY,Naughton,4162,2021,750596.573,41.7572,-110.5986
WY,Neil Simpson II,7504,2021,218738.611,44.2853,-105.3841
WY,Neil Simpson II (CT2),55477,2021,784.932,44.2853,-105.3841
WY,Wygen I,55479,2021,236842.339,44.2862,-105.3843
WY,Wygen II,56319,2021,157836.427,44.2911,-105.3815
WY,Wygen III,56596,2021,251319.212,44.2892,-105.3795
WY,Wyodak,6101,2021,557142.443,44.2886,-105.3847
