Spud Date,Total Depth Date,LONG,LAT,API Well Number
19820204,19820322,-93.17843,29.24344,1.77004E+11
19821120,19830116,-93.146101,29.542494,1.77004E+11
19820228,19820417,-93.297366,29.264133,1.77004E+11
19820531,19820714,-93.242317,29.308864,1.77004E+11
19820216,19820524,-93.242317,29.308864,1.77004E+11
19820420,19820521,-93.112574,29.110163,1.77004E+11
19820327,19820702,-93.378781,29.426373,1.77004E+11
19820825,19821015,-93.178361,29.243417,1.77004E+11
20000507,20000515,-93.178361,29.243417,1.77004E+11
19820401,19820705,-93.019949,29.663881,1.77004E+11
19820326,19820418,-93.421951,29.471526,1.77004E+11
19820330,19820520,-93.178361,29.243396,1.77004E+11
20041124,20041205,-93.178361,29.243396,1.77004E+11
19820416,19821226,-93.277454,29.275399,1.77004E+11
19830317,19830511,-93.151516,29.569804,1.77004E+11
19820628,19820916,-93.139898,29.567586,1.77004E+11
19820509,19821110,-93.138909,29.53259,1.77004E+11
19820522,19820628,-93.087569,29.679892,1.77004E+11
19820919,19821113,-93.331678,29.228749,1.77004E+11
19820527,19820704,-93.331678,29.228749,1.77004E+11
19820705,19820918,-93.331678,29.228749,1.77004E+11
19820802,19820913,-93.292226,29.629659,1.77004E+11
19821231,19830114,-93.292226,29.629659,1.77004E+11
19820914,19821024,-93.292226,29.629659,1.77004E+11
19821025,19821230,-93.292226,29.629659,1.77004E+11
19820616,19820825,-93.08364,29.647375,1.77004E+11
19820609,19820721,-93.423548,29.411672,1.77004E+11
19830203,19830410,-93.27746,29.275377,1.77004E+11
19820613,19820710,-93.166614,29.565568,1.77004E+11
19820824,19821013,-93.35218,29.209626,1.77004E+11
19820607,19820930,-93.66526,29.627211,1.77004E+11
19820606,19820713,-93.178383,29.243438,1.77004E+11
19830223,19830424,-93.331731,29.228726,1.77004E+11
19820611,19820701,-93.016136,29.314488,1.77004E+11
19820620,19820911,-93.331809,29.400393,1.77004E+11
19820630,19820810,-93.421951,29.471526,1.77004E+11
19800511,19800817,-93.178662,29.596899,1.77004E+11
19820412,19820605,-93.24353,29.649264,1.77004E+11
19820814,19820831,-93.163698,29.599498,1.77004E+11
19820728,19820823,-93.143743,29.578768,1.77004E+11
19900309,19900406,-93.466972,29.381409,1.77004E+11
19820718,19820821,-93.178405,29.243441,1.77004E+11
19820722,19820930,-93.151693,29.443164,1.77004E+11
19820730,19820923,-93.254771,29.714265,1.77004E+11
19820721,19821020,-93.176995,29.626216,1.77004E+11
19820915,19820916,-93.421932,29.47151,1.77004E+11
19821020,19821115,-93.421932,29.47151,1.77004E+11
19820814,19820907,-93.421914,29.471526,1.77004E+11
19820812,19821001,-93.113588,29.043216,1.77004E+11
